Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,year,Type,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
jeff green,33.0,HOU,C,12.0,0.0,28.4,4.3,8.6,0.495,1.9,4.5,0.426,2.3,4.1,0.571,0.607,1.2,1.4,0.824,0.4,4.6,5.0,1.6,0.5,0.5,1.3,2.3,11.6,2020,Playoffs,13.1,0.629,0.524,0.165,1.6,18.9,9.8,8.9,0.9,1.7,12.0,16.5,0.3,0.4,0.8,0.109,0.4,-0.3,0.1,0.2
michael porter,21.0,DEN,SF,19.0,3.0,23.7,4.1,8.6,0.476,1.8,4.7,0.382,2.3,3.9,0.587,0.579,1.4,1.8,0.743,1.1,5.6,6.7,0.8,0.7,0.3,1.3,2.3,11.4,2020,Playoffs,16.0,0.602,0.543,0.213,5.6,27.8,16.8,5.6,1.5,1.3,12.2,20.7,0.5,0.4,0.9,0.092,1.8,-0.8,1.0,0.3
robert covington,29.0,HOU,C,12.0,12.0,31.6,3.9,7.9,0.495,2.8,5.7,0.5,1.1,2.3,0.481,0.674,0.5,0.6,0.857,0.7,4.3,5.0,1.3,2.5,1.1,1.0,3.8,11.2,2020,Playoffs,15.8,0.683,0.716,0.074,2.2,16.1,8.8,6.5,3.9,3.4,10.9,13.0,0.5,0.8,1.3,0.169,1.2,3.8,5.0,0.7
kentavious caldwellpope,26.0,LAL,SG,21.0,21.0,29.0,3.8,9.0,0.418,2.1,5.7,0.378,1.6,3.3,0.486,0.537,1.0,1.3,0.815,0.4,1.7,2.1,1.3,1.0,0.2,0.7,1.9,10.7,2020,Playoffs,10.5,0.56,0.63,0.143,1.6,6.9,4.3,6.4,1.7,0.6,6.9,15.5,0.5,0.6,1.1,0.089,-0.9,0.1,-0.8,0.2
og anunoby,22.0,TOR,SF,11.0,11.0,35.7,3.6,8.0,0.455,1.5,3.7,0.415,2.1,4.3,0.489,0.551,1.6,2.5,0.643,2.4,4.5,6.9,1.2,1.0,1.2,1.5,2.5,10.5,2020,Playoffs,11.5,0.573,0.466,0.318,7.0,14.0,10.4,4.7,1.4,3.5,13.8,13.1,0.2,0.7,0.9,0.116,-0.6,1.5,0.9,0.3
montrezl harrell,26.0,LAC,C,13.0,0.0,18.7,3.6,6.3,0.573,0.1,0.4,0.2,3.5,5.9,0.597,0.579,3.2,5.2,0.603,0.8,2.1,2.9,0.4,0.4,0.5,0.9,2.2,10.5,2020,Playoffs,17.4,0.608,0.061,0.829,5.0,12.5,8.7,3.2,1.0,2.8,9.7,22.3,0.4,0.2,0.6,0.126,-0.2,-0.3,-0.5,0.1
kyle kuzma,24.0,LAL,PF,21.0,0.0,23.0,3.7,8.5,0.43,1.2,4.0,0.313,2.4,4.6,0.531,0.503,1.4,1.8,0.784,0.9,2.2,3.1,0.8,0.3,0.3,1.0,2.4,10.0,2020,Playoffs,10.0,0.535,0.464,0.207,4.4,11.4,7.9,5.0,0.6,1.4,9.7,19.5,0.2,0.4,0.6,0.059,-2.2,-1.5,-3.6,-0.2
george hill,33.0,MIL,PG,10.0,1.0,26.8,3.2,6.7,0.478,1.0,2.8,0.357,2.2,3.9,0.564,0.552,2.1,2.6,0.808,0.5,1.9,2.4,3.1,0.6,0.0,1.6,1.7,9.5,2020,Playoffs,11.3,0.606,0.418,0.388,2.0,7.7,4.8,16.4,1.1,0.0,16.9,15.2,0.3,0.2,0.5,0.091,-1.4,-0.2,-1.6,0.0
monte morris,24.0,DEN,PG,19.0,4.0,21.4,3.5,7.0,0.496,0.6,2.1,0.3,2.8,4.9,0.581,0.541,1.5,1.8,0.824,0.2,1.3,1.5,2.7,0.6,0.1,0.5,1.1,9.1,2020,Playoffs,16.3,0.581,0.301,0.256,1.2,7.3,4.3,19.9,1.5,0.5,6.3,17.7,0.9,0.1,1.0,0.119,1.2,-0.1,1.1,0.3
ivica zubac,22.0,LAC,C,13.0,13.0,24.6,3.4,6.0,0.564,0.0,0.0,0.0,3.4,6.0,0.564,0.564,2.3,2.8,0.811,2.4,4.8,7.2,0.6,0.2,0.8,0.9,2.6,9.1,2020,Playoffs,16.0,0.626,0.0,0.474,10.7,21.9,16.2,3.5,0.3,3.0,11.3,14.5,0.7,0.3,1.0,0.151,0.0,-0.5,-0.5,0.1
rajon rondo,33.0,LAL,PG,16.0,0.0,24.7,3.4,7.6,0.455,1.3,3.1,0.4,2.2,4.4,0.493,0.537,0.8,1.2,0.684,0.8,3.5,4.3,6.6,1.4,0.1,2.1,2.3,8.9,2020,Playoffs,16.8,0.553,0.413,0.157,3.9,16.6,10.3,37.1,2.7,0.5,20.8,18.0,0.6,0.6,1.2,0.144,1.4,2.1,3.5,0.5
daniel theis,27.0,BOS,C,17.0,17.0,28.4,3.6,6.9,0.521,0.2,1.5,0.154,3.4,5.4,0.626,0.538,1.5,1.9,0.788,1.9,5.2,7.1,1.5,0.4,1.2,0.9,3.9,8.9,2020,Playoffs,13.4,0.578,0.222,0.282,7.8,19.9,14.1,7.8,0.6,4.3,10.2,13.6,0.7,0.8,1.5,0.148,-1.0,1.5,0.5,0.3
danny green,32.0,LAL,SG,21.0,21.0,25.0,2.8,8.1,0.347,1.9,5.5,0.339,1.0,2.6,0.364,0.462,0.5,0.7,0.667,1.2,2.0,3.1,1.2,1.0,0.8,0.6,2.3,8.0,2020,Playoffs,9.6,0.473,0.676,0.088,5.7,9.2,7.4,6.7,1.9,3.0,6.4,15.6,0.1,0.7,0.8,0.07,-1.2,0.5,-0.7,0.2
paul millsap,34.0,DEN,PF,19.0,19.0,24.2,2.5,6.2,0.398,0.8,2.3,0.341,1.7,3.9,0.432,0.462,2.3,2.8,0.796,1.4,3.3,4.7,1.2,0.6,0.5,1.3,2.6,8.0,2020,Playoffs,10.7,0.536,0.373,0.458,6.8,16.2,11.5,7.1,1.3,1.9,15.0,16.6,0.2,0.3,0.4,0.046,-1.8,-0.9,-2.7,-0.1
pj tucker,34.0,HOU,PF,12.0,12.0,34.5,2.9,7.3,0.398,2.1,5.6,0.373,0.8,1.8,0.476,0.54,0.0,0.0,0.0,1.9,5.3,7.2,1.5,1.1,0.3,1.0,3.9,7.9,2020,Playoffs,8.6,0.54,0.761,0.0,5.9,17.9,11.6,6.3,1.5,0.7,12.0,10.8,0.2,0.6,0.7,0.086,-1.8,0.7,-1.2,0.1
kelly olynyk,28.0,MIA,C,17.0,0.0,15.2,2.6,5.6,0.474,1.0,2.9,0.347,1.6,2.7,0.609,0.563,1.4,1.6,0.821,0.8,3.9,4.6,1.1,0.2,0.5,0.8,2.1,7.6,2020,Playoffs,17.5,0.606,0.516,0.295,6.0,28.6,17.7,12.2,0.8,3.1,10.8,21.2,0.4,0.3,0.8,0.144,1.4,0.7,2.1,0.3
gary harris,25.0,DEN,SG,14.0,12.0,27.1,2.4,6.4,0.378,1.4,3.7,0.365,1.1,2.7,0.395,0.483,1.2,1.6,0.773,0.5,1.5,2.0,1.7,1.1,0.3,1.5,3.2,7.4,2020,Playoffs,6.8,0.522,0.578,0.244,2.2,6.5,4.4,8.9,2.2,1.0,17.4,14.5,-0.1,0.2,0.0,0.003,-3.4,1.0,-2.3,0.0
wesley matthews,33.0,MIL,SG,10.0,10.0,24.6,2.4,5.7,0.421,1.7,4.3,0.395,0.7,1.4,0.5,0.57,0.7,1.0,0.7,0.6,1.2,1.8,0.9,0.9,0.4,0.7,2.0,7.2,2020,Playoffs,9.1,0.586,0.754,0.175,2.6,5.3,3.9,5.0,1.8,1.8,10.2,12.0,0.1,0.3,0.4,0.084,-1.6,1.7,0.2,0.1
donte divincenzo,23.0,MIL,SG,10.0,1.0,16.5,2.3,5.1,0.451,0.7,2.1,0.333,1.6,3.0,0.533,0.52,1.3,2.0,0.65,0.8,2.4,3.2,1.2,0.7,0.3,1.0,2.1,6.6,2020,Playoffs,12.4,0.552,0.412,0.392,5.1,15.9,10.4,10.6,2.0,2.0,14.3,18.2,0.1,0.2,0.3,0.088,-2.1,2.1,-0.1,0.1
alex caruso,25.0,LAL,PG,21.0,1.0,24.3,2.3,5.4,0.425,0.8,2.9,0.279,1.5,2.5,0.596,0.5,1.1,1.4,0.8,0.7,1.6,2.3,2.8,1.1,0.6,1.5,2.6,6.5,2020,Playoffs,9.9,0.543,0.54,0.265,3.5,7.6,5.6,15.2,2.2,2.3,19.7,13.4,0.2,0.6,0.8,0.08,-2.4,1.9,-0.5,0.2
kyle korver,38.0,MIL,SF,10.0,0.0,11.9,2.0,4.7,0.426,1.5,3.7,0.405,0.5,1.0,0.5,0.585,0.7,0.7,1.0,0.1,0.7,0.8,0.1,0.3,0.1,0.5,0.9,6.2,2020,Playoffs,12.2,0.619,0.787,0.149,0.9,6.4,3.6,1.3,1.2,0.9,9.1,19.9,0.1,0.1,0.2,0.082,0.4,-0.4,0.0,0.1
jamychal green,29.0,LAC,PF,13.0,0.0,17.1,2.4,4.2,0.564,0.8,1.8,0.435,1.6,2.5,0.656,0.655,0.5,0.7,0.778,1.0,2.8,3.8,0.5,0.2,0.2,0.4,2.2,6.1,2020,Playoffs,13.7,0.67,0.418,0.164,6.5,18.3,12.3,4.5,0.4,1.3,7.8,12.6,0.5,0.2,0.7,0.146,0.6,0.9,1.5,0.2
kendrick nunn,24.0,MIA,PG,15.0,0.0,15.9,2.4,6.1,0.391,0.8,2.9,0.279,1.6,3.3,0.49,0.457,0.5,0.5,1.0,0.2,1.9,2.1,1.3,0.2,0.2,0.8,1.4,6.1,2020,Playoffs,7.8,0.482,0.467,0.087,1.5,13.5,7.7,13.3,0.6,1.2,11.2,20.4,-0.2,0.2,-0.1,-0.013,-2.9,-1.5,-4.4,-0.1
marc gasol,35.0,TOR,C,11.0,11.0,20.7,2.3,5.8,0.391,0.5,2.5,0.185,1.8,3.4,0.541,0.43,1.0,1.4,0.733,0.4,4.0,4.4,2.6,0.5,0.6,1.5,2.9,6.0,2020,Playoffs,7.8,0.467,0.422,0.234,1.9,21.3,11.3,18.4,1.1,3.3,18.5,16.8,-0.2,0.4,0.2,0.043,-4.5,2.6,-1.9,0.0
markieff morris,30.0,LAL,PF,21.0,2.0,18.3,2.1,4.7,0.449,1.4,3.3,0.42,0.7,1.4,0.517,0.597,0.3,0.4,0.778,0.6,2.5,3.0,1.0,0.3,0.1,0.8,2.6,5.9,2020,Playoffs,8.8,0.608,0.704,0.092,3.7,15.8,9.8,7.0,0.8,0.8,14.3,13.5,0.3,0.4,0.7,0.083,-2.0,0.3,-1.6,0.0
dwight howard,34.0,LAL,C,18.0,7.0,15.7,2.2,3.2,0.684,0.1,0.1,0.5,2.1,3.1,0.691,0.693,1.4,2.5,0.556,1.8,2.8,4.6,0.5,0.4,0.4,0.9,3.1,5.8,2020,Playoffs,15.7,0.677,0.035,0.789,13.5,21.2,17.4,4.5,1.4,2.8,17.2,14.3,0.6,0.4,1.0,0.162,-2.3,0.3,-2.1,0.0
marvin williams,33.0,MIL,PF,10.0,0.0,17.9,2.1,4.7,0.447,1.0,2.3,0.435,1.1,2.4,0.458,0.553,0.3,0.3,1.0,1.3,3.5,4.8,0.9,0.5,0.3,0.3,1.4,5.5,2020,Playoffs,13.7,0.569,0.489,0.064,7.7,21.3,14.4,7.1,1.3,1.8,5.8,12.3,0.3,0.3,0.5,0.139,0.8,2.0,2.9,0.2
landry shamet,22.0,LAC,SG,13.0,4.0,18.7,1.8,4.5,0.407,1.2,3.2,0.357,0.7,1.3,0.529,0.534,0.4,0.5,0.714,0.0,1.7,1.7,1.3,0.5,0.2,1.0,1.4,5.2,2020,Playoffs,7.1,0.548,0.712,0.119,0.0,10.2,5.0,9.4,1.2,1.2,17.3,13.5,-0.1,0.2,0.1,0.023,-2.4,0.6,-1.8,0.0
reggie jackson,29.0,LAC,PG,12.0,1.0,14.2,1.8,4.0,0.438,1.4,2.7,0.531,0.3,1.3,0.25,0.615,0.0,0.0,0.0,0.2,1.6,1.8,0.9,0.2,0.1,0.4,1.5,4.9,2020,Playoffs,10.0,0.615,0.667,0.0,1.3,12.6,6.9,9.0,0.6,0.6,9.4,13.7,0.2,0.1,0.3,0.089,0.0,-0.2,-0.2,0.1
brad wanamaker,30.0,BOS,PG,17.0,0.0,16.1,1.7,3.5,0.483,0.7,1.6,0.444,1.0,1.9,0.515,0.583,0.8,0.9,0.875,0.1,1.9,2.0,1.8,0.7,0.2,1.1,1.9,4.9,2020,Playoffs,11.1,0.626,0.45,0.267,0.9,12.7,7.0,16.1,2.2,1.5,21.2,13.9,0.2,0.5,0.6,0.111,-1.7,2.9,1.2,0.2
austin rivers,27.0,HOU,SG,12.0,0.0,17.6,1.6,5.1,0.311,0.8,2.9,0.257,0.8,2.2,0.385,0.385,0.8,1.1,0.769,0.2,2.3,2.5,1.3,0.6,0.1,0.7,1.8,4.8,2020,Playoffs,5.4,0.427,0.574,0.213,1.0,15.6,7.9,11.1,1.6,0.5,10.7,15.9,-0.3,0.3,0.0,-0.001,-4.9,0.1,-4.8,-0.1
torrey craig,29.0,DEN,SF,19.0,3.0,19.7,1.7,4.1,0.423,0.6,2.2,0.262,1.2,1.9,0.611,0.494,0.5,0.7,0.692,0.7,2.6,3.3,0.7,0.4,0.4,0.5,2.3,4.5,2020,Playoffs,7.4,0.514,0.538,0.167,4.2,15.4,9.8,4.8,1.0,1.8,9.7,11.3,0.1,0.2,0.3,0.033,-3.0,-0.2,-3.2,-0.1
enes freedom,27.0,BOS,C,11.0,0.0,9.3,2.0,3.8,0.524,0.1,0.1,1.0,1.9,3.7,0.512,0.536,0.5,0.9,0.5,1.7,2.2,3.9,0.6,0.0,0.0,0.4,1.7,4.5,2020,Playoffs,18.9,0.539,0.024,0.238,21.8,25.4,23.7,12.0,0.0,0.0,7.9,22.0,0.2,0.1,0.4,0.178,0.7,-1.9,-1.2,0.0
pat connaughton,27.0,MIL,SG,10.0,0.0,17.1,1.5,3.5,0.429,0.8,2.3,0.348,0.7,1.2,0.583,0.543,0.2,0.2,1.0,0.5,3.4,3.9,1.1,0.2,0.2,0.5,1.2,4.0,2020,Playoffs,8.8,0.557,0.657,0.057,3.1,21.7,12.2,8.7,0.6,1.3,12.2,10.3,0.1,0.2,0.3,0.082,-1.6,1.3,-0.3,0.1
ben mclemore,26.0,HOU,SF,11.0,0.0,11.8,1.4,3.6,0.375,1.3,3.3,0.389,0.1,0.4,0.25,0.55,0.0,0.0,0.0,0.2,0.8,1.0,0.5,0.4,0.0,0.3,0.7,4.0,2020,Playoffs,9.0,0.55,0.9,0.0,1.6,8.1,4.7,7.0,1.5,0.0,7.0,14.8,0.0,0.1,0.2,0.061,0.1,-0.7,-0.6,0.0
andre iguodala,36.0,MIA,SF,21.0,0.0,19.5,1.4,3.1,0.462,0.7,1.9,0.359,0.8,1.2,0.615,0.569,0.2,0.3,0.714,0.5,2.0,2.6,1.5,0.8,0.6,0.7,2.1,3.8,2020,Playoffs,9.3,0.58,0.6,0.108,3.2,11.7,7.6,10.7,2.1,3.1,17.1,9.1,0.2,0.5,0.7,0.082,-1.6,2.2,0.6,0.3
robert williams,22.0,BOS,C,13.0,0.0,11.5,1.8,2.4,0.742,0.0,0.1,0.0,1.8,2.3,0.767,0.742,0.2,0.5,0.333,1.7,2.2,3.9,0.8,0.2,0.5,0.5,1.4,3.7,2020,Playoffs,19.8,0.713,0.032,0.194,17.3,21.0,19.2,10.6,1.0,4.0,17.2,12.2,0.4,0.3,0.7,0.221,1.7,1.6,3.3,0.2
pj dozier,23.0,DEN,SG,12.0,0.0,10.4,1.2,2.8,0.424,0.2,0.7,0.25,1.0,2.1,0.48,0.455,0.7,1.2,0.571,0.2,1.3,1.5,1.0,0.2,0.2,0.7,1.1,3.2,2020,Playoffs,7.3,0.485,0.242,0.424,1.9,15.1,8.6,13.9,0.8,1.6,17.0,17.2,-0.1,0.0,0.0,-0.019,-3.9,-1.4,-5.3,-0.1
matt thomas,25.0,TOR,SG,10.0,0.0,8.4,1.3,2.1,0.619,0.5,1.2,0.417,0.8,0.9,0.889,0.738,0.0,0.0,0.0,0.1,1.3,1.4,0.7,0.1,0.1,0.1,0.6,3.1,2020,Playoffs,15.6,0.738,0.571,0.0,1.3,17.1,9.0,12.9,0.6,1.3,4.5,11.5,0.2,0.1,0.3,0.196,1.7,1.3,2.9,0.1
javale mcgee,32.0,LAL,C,14.0,11.0,9.6,1.4,2.3,0.625,0.0,0.1,0.0,1.4,2.1,0.667,0.625,0.1,0.1,0.5,1.1,2.0,3.1,0.5,0.1,0.7,0.6,1.6,2.9,2020,Playoffs,15.3,0.623,0.063,0.063,14.1,24.3,19.2,7.3,0.7,7.3,21.5,13.5,0.1,0.2,0.4,0.132,-2.6,1.6,-1.1,0.0
grant williams,21.0,BOS,PF,17.0,0.0,10.0,0.9,1.5,0.577,0.6,1.0,0.588,0.3,0.5,0.556,0.769,0.4,0.6,0.7,0.4,1.1,1.5,0.4,0.1,0.3,0.2,1.9,2.8,2020,Playoffs,10.6,0.773,0.654,0.385,4.8,12.1,8.6,5.0,0.6,2.9,11.6,9.0,0.4,0.2,0.6,0.165,-0.6,2.7,2.1,0.2
mason plumlee,29.0,DEN,C,19.0,0.0,10.8,1.0,2.1,0.487,0.0,0.1,0.0,1.0,2.0,0.5,0.487,0.4,0.6,0.667,1.6,1.6,3.2,1.3,0.2,0.4,0.6,2.1,2.4,2020,Playoffs,14.1,0.519,0.026,0.308,18.0,17.2,17.6,17.0,1.0,3.8,19.9,12.2,0.4,0.1,0.5,0.117,-1.3,0.2,-1.2,0.0
jr smith,34.0,LAL,SG,10.0,0.0,7.5,0.7,2.6,0.269,0.6,2.2,0.273,0.1,0.4,0.25,0.385,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.2,0.0,0.7,1.1,2.0,2020,Playoffs,-3.7,0.385,0.846,0.0,0.0,4.7,2.4,5.3,1.3,0.0,21.2,19.2,-0.3,0.1,-0.2,-0.142,-9.6,-2.1,-11.7,-0.2
semi ojeleye,25.0,BOS,PF,13.0,0.0,9.4,0.5,2.2,0.25,0.4,1.8,0.217,0.2,0.4,0.4,0.339,0.2,0.2,1.0,0.2,0.8,0.9,0.1,0.2,0.0,0.1,0.7,1.6,2020,Playoffs,1.6,0.364,0.821,0.071,1.9,8.8,5.5,1.1,1.2,0.0,3.3,10.9,-0.2,0.1,0.0,-0.006,-4.0,-0.1,-4.1,-0.1
derrick jones,22.0,MIA,SF,15.0,0.0,6.5,0.5,1.1,0.471,0.3,0.6,0.444,0.3,0.5,0.5,0.588,0.1,0.3,0.4,0.4,0.4,0.8,0.5,0.4,0.3,0.1,0.8,1.5,2020,Playoffs,13.4,0.573,0.529,0.294,7.4,6.9,7.1,10.4,3.1,5.1,9.4,9.9,0.1,0.1,0.3,0.135,-0.1,3.2,3.1,0.1
terance mann,23.0,LAC,SF,13.0,0.0,2.1,0.2,0.4,0.4,0.0,0.2,0.0,0.2,0.2,0.667,0.4,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.1,0.0,0.2,0.3,0.3,2020,Playoffs,1.0,0.4,0.4,0.0,0.0,29.3,14.5,4.8,1.8,0.0,28.6,11.4,-0.1,0.0,0.0,-0.06,-8.1,1.3,-6.8,0.0
kevin durant,32.0,BRK,PF,12.0,12.0,40.4,12.1,23.5,0.514,2.8,6.8,0.402,9.3,16.7,0.56,0.573,7.3,8.4,0.871,0.4,8.8,9.3,4.4,1.5,1.6,3.5,2.6,34.3,2021,Playoffs,26.9,0.63,0.291,0.358,1.2,23.1,12.6,20.2,1.9,3.5,11.4,34.5,1.2,1.0,2.2,0.214,7.8,2.2,10.0,1.5
donovan mitchell,24.0,UTA,PG,10.0,10.0,34.6,10.5,23.5,0.447,5.0,11.5,0.435,5.5,12.0,0.458,0.553,6.3,7.6,0.829,0.3,3.9,4.2,5.5,1.1,0.2,2.8,2.0,32.3,2021,Playoffs,26.4,0.602,0.489,0.323,1.1,12.6,7.1,30.3,1.6,0.5,9.4,38.0,1.2,0.0,1.2,0.173,8.2,-0.4,7.8,0.9
kawhi leonard,29.0,LAC,SF,11.0,11.0,39.3,11.1,19.4,0.573,2.2,5.5,0.393,8.9,13.8,0.645,0.629,6.0,6.8,0.88,2.0,5.7,7.7,4.4,2.1,0.8,2.2,2.6,30.4,2021,Playoffs,30.6,0.679,0.286,0.352,6.0,16.6,11.4,20.9,2.8,2.0,8.9,29.1,2.0,0.5,2.5,0.277,8.1,2.6,10.7,1.4
giannis antetokounmpo,26.0,MIL,PF,21.0,21.0,38.1,11.9,20.9,0.569,0.6,3.3,0.186,11.3,17.6,0.642,0.584,5.8,9.8,0.587,2.8,10.0,12.8,5.1,1.0,1.2,3.0,2.9,30.2,2021,Playoffs,27.6,0.599,0.159,0.469,7.8,28.7,18.0,24.3,1.3,2.9,10.8,31.8,2.0,1.7,3.7,0.224,6.7,3.2,9.9,2.4
nikola jokiä,25.0,DEN,C,10.0,10.0,34.5,11.6,22.8,0.509,2.0,5.3,0.377,9.6,17.5,0.549,0.553,4.6,5.5,0.836,3.7,7.9,11.6,5.0,0.6,0.9,2.4,2.3,29.8,2021,Playoffs,29.6,0.591,0.232,0.241,11.3,28.0,19.0,27.7,0.9,2.5,8.7,34.8,1.2,0.1,1.3,0.181,8.8,0.2,9.0,0.9
trae young,22.0,ATL,PG,16.0,16.0,37.7,9.4,22.4,0.418,2.8,9.0,0.313,6.6,13.4,0.488,0.481,7.3,8.4,0.866,0.4,2.4,2.8,9.5,1.3,0.0,4.0,2.2,28.8,2021,Playoffs,21.2,0.551,0.401,0.373,1.3,6.8,4.1,44.8,1.6,0.0,13.3,35.4,0.8,0.6,1.4,0.114,6.8,-0.5,6.3,1.3
joel embiid,26.0,PHI,C,11.0,11.0,32.5,9.2,17.9,0.513,1.5,3.7,0.39,7.7,14.2,0.545,0.553,8.3,9.9,0.835,1.5,9.1,10.5,3.4,1.0,1.5,3.8,3.0,28.1,2021,Playoffs,26.2,0.631,0.208,0.553,5.1,29.7,17.8,17.2,1.5,3.6,14.6,34.6,0.7,0.8,1.5,0.197,4.7,2.8,7.5,0.9
devin booker,24.0,PHO,SG,22.0,22.0,40.4,9.6,21.5,0.447,2.0,6.2,0.321,7.6,15.3,0.499,0.494,6.0,6.7,0.905,0.7,5.0,5.6,4.5,0.8,0.2,3.7,3.5,27.3,2021,Playoffs,16.1,0.558,0.289,0.31,2.0,12.9,7.8,18.3,1.0,0.4,13.1,31.8,0.1,1.1,1.2,0.066,0.7,-1.1,-0.4,0.4
paul george,30.0,LAC,SF,19.0,19.0,40.8,8.7,19.7,0.441,2.7,8.0,0.336,6.0,11.7,0.514,0.509,6.8,8.1,0.844,0.9,8.7,9.6,5.4,1.0,0.5,3.5,3.1,26.9,2021,Playoffs,20.0,0.578,0.406,0.412,2.6,24.4,13.6,21.8,1.3,1.3,13.2,30.5,1.1,0.8,1.9,0.116,2.5,0.0,2.5,0.9
khris middleton,29.0,MIL,SF,23.0,23.0,40.1,8.6,19.7,0.438,2.6,7.6,0.343,6.0,12.0,0.498,0.504,3.7,4.2,0.887,1.1,6.5,7.6,5.1,1.5,0.2,3.2,2.5,23.6,2021,Playoffs,16.5,0.548,0.387,0.215,2.8,17.7,10.1,19.6,1.9,0.4,13.0,26.4,0.6,1.6,2.2,0.115,1.5,1.1,2.6,1.1
tobias harris,28.0,PHI,PF,12.0,12.0,36.5,8.8,17.9,0.488,1.3,3.6,0.372,7.4,14.3,0.517,0.526,2.9,3.3,0.875,0.8,7.7,8.5,3.5,1.0,0.4,1.5,2.4,21.8,2021,Playoffs,17.8,0.561,0.2,0.186,2.6,22.3,12.8,14.9,1.3,0.9,7.2,24.6,0.5,0.7,1.2,0.135,1.6,0.7,2.3,0.5
chris paul,35.0,PHO,PG,20.0,20.0,34.2,7.5,15.0,0.497,1.5,3.3,0.446,6.0,11.8,0.511,0.545,2.9,3.3,0.877,0.5,3.1,3.5,8.6,1.2,0.2,2.2,2.4,19.2,2021,Playoffs,20.7,0.584,0.217,0.217,1.6,9.4,5.7,39.5,1.7,0.4,11.6,24.8,1.7,0.9,2.5,0.178,4.3,0.7,5.0,1.2
seth curry,30.0,PHI,SG,12.0,12.0,31.8,7.1,12.3,0.578,3.4,6.8,0.506,3.7,5.5,0.667,0.718,1.3,1.6,0.789,0.3,2.0,2.3,2.3,0.8,0.3,0.8,2.8,18.8,2021,Playoffs,18.8,0.727,0.551,0.129,1.2,6.7,4.0,11.1,1.1,0.6,6.0,18.7,1.2,0.4,1.6,0.206,3.9,1.4,5.3,0.7
bojan bogdanoviä,31.0,UTA,SF,11.0,11.0,35.5,5.8,12.5,0.467,3.2,6.9,0.461,2.6,5.5,0.475,0.595,3.3,3.7,0.878,0.5,3.7,4.3,1.5,0.9,0.0,2.1,2.5,18.1,2021,Playoffs,13.8,0.642,0.555,0.299,1.9,11.7,7.0,6.2,1.3,0.0,12.9,20.2,0.6,0.0,0.5,0.067,1.1,-0.6,0.5,0.2
reggie jackson,30.0,LAC,SG,19.0,17.0,32.7,6.4,13.3,0.484,3.1,7.5,0.408,3.4,5.8,0.582,0.599,1.9,2.2,0.878,0.4,2.8,3.2,3.4,0.9,0.2,1.5,2.6,17.8,2021,Playoffs,17.3,0.626,0.563,0.163,1.3,9.7,5.6,16.9,1.5,0.5,9.4,22.3,1.3,0.4,1.7,0.129,2.6,0.3,2.9,0.8
jordan clarkson,28.0,UTA,SG,11.0,0.0,27.1,6.1,15.0,0.406,3.1,8.8,0.351,3.0,6.2,0.485,0.509,2.3,2.4,0.962,0.5,2.5,3.1,1.5,0.6,0.3,2.1,1.4,17.5,2021,Playoffs,14.1,0.547,0.588,0.158,2.4,10.5,6.6,9.5,1.2,0.9,11.5,29.7,0.0,0.0,0.0,-0.003,0.9,-2.4,-1.5,0.0
michael porter,22.0,DEN,SF,10.0,10.0,33.2,6.4,13.5,0.474,2.9,7.3,0.397,3.5,6.2,0.565,0.581,1.7,2.1,0.81,1.2,5.0,6.2,1.3,1.1,0.3,1.6,3.1,17.4,2021,Playoffs,14.9,0.603,0.541,0.156,3.8,18.4,10.5,5.9,1.7,0.9,10.0,21.0,0.3,0.1,0.4,0.058,0.6,-1.2,-0.6,0.1
jrue holiday,30.0,MIL,PG,23.0,23.0,39.7,6.9,16.9,0.406,1.9,6.2,0.303,5.0,10.7,0.466,0.461,1.7,2.4,0.714,1.4,4.3,5.7,8.7,1.7,0.4,2.4,2.1,17.3,2021,Playoffs,15.2,0.482,0.365,0.144,3.7,12.0,7.8,31.4,2.1,1.0,11.9,22.1,0.5,1.6,2.1,0.111,1.2,1.2,2.4,1.0
deandre ayton,22.0,PHO,C,22.0,22.0,36.4,7.0,10.6,0.658,0.0,0.0,0.0,7.0,10.6,0.658,0.658,1.8,2.4,0.736,3.0,8.8,11.8,1.1,0.8,1.1,1.3,2.9,15.8,2021,Playoffs,19.5,0.674,0.0,0.226,9.9,25.3,18.1,4.7,1.1,2.8,9.8,16.3,1.9,1.5,3.4,0.203,2.1,0.9,3.0,1.0
rudy gobert,28.0,UTA,C,11.0,11.0,34.2,5.5,7.4,0.741,0.0,0.1,0.0,5.5,7.3,0.75,0.741,3.8,6.0,0.636,3.9,8.4,12.3,0.8,0.5,2.1,1.5,4.2,14.7,2021,Playoffs,21.4,0.736,0.012,0.815,13.9,27.3,20.9,3.6,0.8,5.5,13.4,15.0,1.2,0.3,1.5,0.192,1.6,1.0,2.6,0.4
