Player,player_height,player_weight,year
chris paul,182.88,79.3786,2005
wilson chandler,203.2,102.0582,2007
chris kaman,213.36,120.20188,2003
chris duhon,185.42,86.18248,2004
chris bosh,210.82,106.59412,2003
chris andersen,208.28,103.418976,Undrafted
chauncey billups,190.5,95.25432,1997
chase budinger,200.66,98.883056,2009
charlie villanueva,210.82,105.233344,2005
charles jenkins,190.5,99.79024,2011
channing frye,210.82,111.13004,2005
chandler parsons,205.74,102.965384,2011
cartier martin,200.66,99.79024,Undrafted
caron butler,200.66,103.418976,2002
carmelo anthony,203.2,104.32616,2003
chris johnson,210.82,95.25432,Undrafted
carlos delfino,198.12,104.32616,2003
willie green,190.5,91.171992,2003
wesley matthews,195.58,99.79024,Undrafted
tony allen,193.04,96.615096,2004
tony battie,210.82,108.86208,1997
tony parker,187.96,83.91452,2001
tracy mcgrady,203.2,102.0582,1997
travis leslie,193.04,92.98636,2011
travis outlaw,205.74,93.893544,2003
trevor ariza,203.2,95.25432,2004
trevor booker,203.2,108.86208,2010
trey johnson,195.58,97.52228,Undrafted
trey thompkins,208.28,111.13004,2011
tristan thompson,205.74,102.965384,2011
troy murphy,210.82,111.13004,2001
will bynum,182.88,83.91452,Undrafted
ty lawson,180.34,88.45044,2009
tyler honeycutt,203.2,85.275296,2011
tyreke evans,198.12,99.79024,2009
tyrus thomas,208.28,102.0582,2006
tyson chandler,215.9,108.86208,2001
udonis haslem,203.2,106.59412,Undrafted
vernon macklin,208.28,102.965384,2011
vince carter,198.12,99.79024,1998
vladimir radmanovic,208.28,106.59412,2001
von wafer,195.58,94.800728,2005
walker russell,182.88,77.11064,1982
wayne ellington,193.04,90.7184,2009
wesley johnson,200.66,97.52228,2010
tyler hansbrough,205.74,113.398,2009
toney douglas,187.96,83.91452,2009
carlos boozer,205.74,120.655472,2002
carl landry,205.74,112.490816,2007
anthony randolph,210.82,102.0582,2008
anthony parker,198.12,95.25432,1997
anthony morrow,195.58,95.25432,Undrafted
anthony carter,185.42,86.18248,Undrafted
antawn jamison,205.74,106.59412,1998
andris biedrins,213.36,109.769264,2004
andrew goudelock,190.5,90.7184,2011
andrew bynum,213.36,129.27372,2005
andrew bogut,213.36,117.93392,2005
andres nocioni,200.66,102.0582,Undrafted
andrea bargnani,213.36,116.119552,2006
andre miller,187.96,90.7184,1999
anthony tolliver,203.2,108.86208,Undrafted
andre iguodala,198.12,93.893544,2004
andray blatche,210.82,117.93392,2005
anderson varejao,210.82,117.93392,2004
amir johnson,205.74,95.25432,2005
amare stoudemire,210.82,117.93392,2002
alonzo gee,198.12,99.336648,Undrafted
alec burks,198.12,91.625584,2011
alan anderson,198.12,99.79024,Undrafted
alfarouq aminu,205.74,97.52228,2010
al jefferson,208.28,131.088088,2004
al horford,208.28,113.398,2007
al harrington,205.74,113.398,1998
aaron gray,213.36,122.46984,2007
andre emmett,195.58,104.32616,2004
carldell johnson,177.8,81.64656,Undrafted
armon johnson,190.5,88.45044,2010
austin daye,210.82,90.7184,2009
cj miles,198.12,100.697424,2005
cj watson,187.96,79.3786,Undrafted
byron mullens,213.36,124.7378,2009
brook lopez,213.36,120.20188,2008
brian skinner,205.74,115.66596,1998
brian scalabrine,205.74,106.59412,2001
brian cook,205.74,113.398,2003
brian cardinal,203.2,108.86208,2000
brendan haywood,213.36,119.294696,2001
brandon rush,198.12,102.0582,2008
brandon knight,190.5,85.728888,2011
brandon jennings,185.42,76.657048,2009
arron afflalo,195.58,97.52228,2007
brandon bass,203.2,113.398,2005
brad miller,213.36,118.38751200000002,Undrafted
boris diaw,203.2,106.59412,2003
bobby simmons,198.12,106.59412,2001
blake griffin,208.28,113.851592,2009
blake ahearn,187.96,86.18248,Undrafted
bismack biyombo,205.74,111.13004,2011
beno udrih,190.5,92.079176,2004
ben wallace,205.74,108.86208,Undrafted
ben uzoh,190.5,92.98636,Undrafted
ben gordon,190.5,90.7184,2004
baron davis,190.5,96.161504,1999
avery bradley,187.96,81.64656,2010
brandan wright,208.28,95.25432,2007
manu ginobili,198.12,92.98636,1999
tobias harris,203.2,102.511792,2011
tim duncan,210.82,115.66596,1997
morris almond,198.12,102.0582,2007
mychel thompson,198.12,95.707912,Undrafted
nate robinson,175.26,81.64656,2005
nazr mohammed,208.28,113.398,1998
nene,210.82,113.398,2002
nick collison,208.28,115.66596,2003
nick young,200.66,95.25432,2007
nicolas batum,203.2,90.7184,2008
nikola pekovic,210.82,131.54168,2008
nikola vucevic,213.36,108.86208,2011
nolan smith,187.96,83.91452,2011
norris cole,187.96,79.3786,2011
monta ellis,190.5,83.91452,2005
oj mayo,193.04,95.25432,2008
omri casspi,205.74,102.0582,2009
patrick patterson,205.74,106.59412,2010
patty mills,182.88,83.91452,2009
pau gasol,213.36,113.398,2001
paul george,203.2,97.52228,2010
paul millsap,203.2,114.758776,2006
paul pierce,200.66,106.59412,1998
quentin richardson,198.12,103.418976,2000
quincy pondexter,198.12,102.0582,2010
raja bell,195.58,95.25432,Undrafted
rajon rondo,185.42,84.368112,2006
ramon sessions,190.5,86.18248,2007
omer asik,213.36,115.66596,2008
randy foye,193.04,96.615096,2006
mo williams,185.42,88.45044,2003
mike miller,203.2,95.25432,2000
marc gasol,215.9,120.20188,2007
marcin gortat,210.82,108.86208,2005
marco belinelli,195.58,88.45044,2007
marcus camby,210.82,106.59412,1996
marcus morris,205.74,106.59412,2011
jason maxiell,200.66,117.93392,2005
mario chalmers,187.96,86.18248,2008
markieff morris,208.28,111.13004,2011
marquis daniels,198.12,90.7184,Undrafted
marreese speights,208.28,115.66596,2008
martell webster,200.66,104.32616,2005
marvin williams,205.74,111.13004,2005
mikki moore,213.36,102.0582,Undrafted
matt barnes,200.66,102.511792,2002
matt carroll,198.12,96.161504,Undrafted
maurice evans,195.58,99.79024,Undrafted
mehmet okur,210.82,117.93392,2001
metta world peace,200.66,117.93392,1999
michael beasley,208.28,106.59412,2008
michael redd,198.12,97.52228,2000
mickael pietrus,198.12,97.52228,2003
mickell gladness,210.82,99.79024,Undrafted
mike bibby,187.96,88.45044,1998
mike conley,185.42,83.91452,2007
mike dunleavy,205.74,104.32616,2002
mike james,187.96,85.275296,Undrafted
matt bonner,208.28,106.59412,2003
timofey mozgov,215.9,113.398,Undrafted
rashard lewis,208.28,104.32616,1998
ray allen,195.58,92.98636,1996
semih erden,213.36,108.86208,2008
serge ibaka,208.28,106.59412,2008
shane battier,203.2,102.0582,2001
shannon brown,193.04,95.25432,2006
shaun livingston,200.66,79.3786,2004
shawn marion,200.66,103.418976,1999
shawne williams,205.74,104.32616,2006
shelden williams,205.74,113.398,2006
shelvin mack,190.5,93.893544,2011
solomon alabi,215.9,114.305184,2010
solomon jones,208.28,111.13004,2006
spencer hawes,215.9,111.13004,2007
sebastian telfair,182.88,77.11064,2004
stephen curry,190.5,83.91452,2009
steve blake,190.5,78.017824,2003
steve nash,190.5,80.73937600000001,1996
steve novak,208.28,108.86208,2006
sundiata gaines,185.42,90.7184,Undrafted
tj ford,182.88,74.84268,2003
taj gibson,205.74,102.0582,2009
tayshaun prince,205.74,97.52228,2002
terrel harris,193.04,86.18248,Undrafted
terrence williams,198.12,99.79024,2009
thabo sefolosha,200.66,97.52228,2006
thaddeus young,203.2,99.79024,2007
tiago splitter,210.82,108.86208,2007
stephen jackson,203.2,99.79024,1997
rasual butler,200.66,97.52228,2002
sean williams,208.28,106.59412,2007
samuel dalembert,210.82,113.398,2001
raymond felton,185.42,92.98636,2005
reggie evans,203.2,111.13004,Undrafted
reggie jackson,190.5,94.347136,2011
reggie williams,201.0,86.0,Undrafted
renaldo balkman,203.2,102.0582,2006
richard hamilton,200.66,87.543256,1999
richard jefferson,200.66,104.32616,2001
ricky rubio,193.04,81.64656,2009
robin lopez,213.36,115.66596,2008
rodney stuckey,195.58,92.98636,2007
rodrigue beaubois,187.96,83.91452,2009
roger mason,195.58,92.98636,2002
sasha pavlovic,200.66,106.59412,2003
ronnie brewer,200.66,102.965384,2006
ronny turiaf,208.28,111.13004,2005
roy hibbert,218.44,117.93392,2008
royal ivey,193.04,97.52228,2004
rudy fernandez,198.12,83.91452,2007
rudy gay,203.2,104.32616,2006
russell westbrook,190.5,84.821704,2008
ryan anderson,208.28,108.86208,2008
ryan gomes,200.66,111.13004,2005
ryan hollins,213.36,108.86208,2006
ryan reid,203.2,106.59412,2010
sam young,198.12,99.79024,2009
samardo samuels,205.74,117.93392,Undrafted
ronnie price,187.96,86.18248,Undrafted
jason kidd,193.04,95.25432,1994
earl barron,213.36,113.398,Undrafted
aaron brooks,182.88,73.028312,2007
tristan thompson,205.74,102.965384,2011
trevor booker,203.2,108.86208,2010
trevor ariza,203.2,95.25432,2004
travis outlaw,205.74,93.893544,2003
tornike shengelia,205.74,108.86208,2012
tony wroten,198.12,94.347136,2012
tony parker,187.96,83.91452,2001
tony allen,193.04,96.615096,2004
toney douglas,187.96,83.91452,2009
tobias harris,203.2,102.511792,2011
timofey mozgov,215.9,113.398,Undrafted
troy murphy,210.82,111.13004,2001
tim ohlbrecht,210.82,115.66596,Undrafted
tiago splitter,210.82,108.86208,2007
thomas robinson,208.28,107.501304,2012
thaddeus young,203.2,106.59412,2007
thabo sefolosha,200.66,97.52228,2006
terrence williams,198.12,99.79024,2009
terrence ross,198.12,88.45044,2012
terrence jones,205.74,114.305184,2012
terrel harris,193.04,86.18248,Undrafted
tayshaun prince,205.74,97.52228,2002
taj gibson,205.74,102.0582,2009
steve novak,208.28,106.59412,2006
tim duncan,210.82,115.66596,1997
steve nash,190.5,80.73937600000001,1996
ty lawson,180.34,88.45044,2009
tyler honeycutt,203.2,85.275296,2011
drew gooden,208.28,113.398,2002
dwight howard,210.82,120.20188,2004
dwyane wade,193.04,99.79024,2003
zaza pachulia,210.82,124.7378,2003
zach randolph,205.74,117.93392,2001
xavier henry,198.12,99.79024,2010
wilson chandler,203.2,102.0582,2007
willie green,190.5,91.171992,2003
will conroy,187.96,88.45044,Undrafted
will bynum,182.88,83.91452,Undrafted
will barton,195.58,77.11064,2012
tyler hansbrough,205.74,113.398,2009
wesley matthews,195.58,99.79024,Undrafted
wayne ellington,193.04,90.7184,2009
vladimir radmanovic,208.28,106.59412,2001
vince carter,198.12,99.79024,1998
victor claver,205.74,101.604608,2009
viacheslav kravtsov,210.82,112.037224,Undrafted
udonis haslem,203.2,106.59412,Undrafted
tyson chandler,215.9,108.86208,2001
tyshawn taylor,190.5,83.91452,2012
tyrus thomas,208.28,102.0582,2006
tyreke evans,198.12,99.79024,2009
tyler zeller,213.36,113.398,2012
wesley johnson,200.66,97.52228,2010
draymond green,200.66,104.32616,2012
steve blake,190.5,78.017824,2003
stephen curry,190.5,83.91452,2009
robert sacre,213.36,117.93392,2012
ricky rubio,193.04,81.64656,2009
richard jefferson,200.66,104.32616,2001
richard hamilton,200.66,87.543256,1999
reggie williams,201.0,86.0,Undrafted
reggie jackson,190.5,94.347136,2011
reggie evans,203.2,111.13004,Undrafted
raymond felton,185.42,92.98636,2005
ray allen,195.58,92.98636,1996
rasheed wallace,210.82,104.32616,1995
rashard lewis,208.28,104.32616,1998
robin lopez,213.36,115.66596,2008
aj price,187.96,83.91452,2009
rajon rondo,185.42,84.368112,2006
quincy pondexter,198.12,102.0582,2010
quincy miller,205.74,95.25432,2012
quincy acy,200.66,102.0582,2012
quentin richardson,198.12,103.418976,2000
perry jones,210.82,106.59412,2012
paul pierce,200.66,106.59412,1998
paul millsap,203.2,114.758776,2006
paul george,203.2,100.243832,2010
pau gasol,213.36,113.398,2001
patty mills,182.88,83.91452,2009
ramon sessions,190.5,86.18248,2007
stephen jackson,203.2,99.79024,1997
rodney stuckey,195.58,92.98636,2007
roger mason,195.58,92.98636,2002
spencer hawes,215.9,111.13004,2007
solomon jones,208.28,111.13004,2006
shelvin mack,190.5,93.893544,2011
shawn marion,200.66,103.418976,1999
shavlik randolph,208.28,107.047712,Undrafted
shaun livingston,200.66,79.3786,2004
shannon brown,193.04,95.25432,2006
shane battier,203.2,102.0582,2001
serge ibaka,208.28,106.59412,2008
sebastian telfair,182.88,77.11064,2004
scott machado,185.42,92.98636,Undrafted
rodrigue beaubois,187.96,83.91452,2009
sasha pavlovic,200.66,106.59412,2003
samardo samuels,205.74,117.93392,Undrafted
sam young,198.12,102.0582,2009
ryan hollins,213.36,108.86208,2006
ryan anderson,208.28,108.86208,2008
russell westbrook,190.5,84.821704,2008
rudy gay,203.2,104.32616,2006
royal ivey,193.04,90.7184,2004
roy hibbert,218.44,127.00576,2008
ronny turiaf,208.28,112.944408,2005
ronnie price,187.96,86.18248,Undrafted
ronnie brewer,200.66,102.0582,2006
samuel dalembert,210.82,113.398,2001
patrick patterson,205.74,106.59412,2010
doron lamb,193.04,95.25432,2012
donatas motiejunas,213.36,100.697424,2011
brian roberts,185.42,81.64656,Undrafted
brook lopez,213.36,120.20188,2008
byron mullens,213.36,124.7378,2009
cj watson,187.96,79.3786,Undrafted
cj miles,198.12,100.697424,2005
carl landry,205.74,112.490816,2007
carlos boozer,205.74,120.655472,2002
carlos delfino,198.12,104.32616,2003
carmelo anthony,203.2,104.32616,2003
caron butler,200.66,103.418976,2002
cartier martin,200.66,99.79024,Undrafted
brendan haywood,213.36,119.294696,2001
chandler parsons,205.74,102.965384,2011
charlie villanueva,210.82,105.233344,2005
chase budinger,200.66,98.883056,2009
chauncey billups,190.5,95.25432,1997
chris andersen,208.28,103.418976,Undrafted
chris bosh,210.82,106.59412,2003
chris copeland,203.2,102.0582,Undrafted
chris douglasroberts,200.66,95.25432,2008
chris duhon,185.42,86.18248,2004
chris johnson,210.82,95.25432,Undrafted
chris johnson,198.12,91.171992,Undrafted
chris kaman,213.36,120.20188,2003
charles jenkins,190.5,97.52228,2011
chris paul,182.88,79.3786,2005
brandon rush,198.12,95.25432,2008
brandon knight,190.5,85.728888,2011
andrew nicholson,205.74,113.398,2012
andris biedrins,213.36,109.769264,2004
antawn jamison,205.74,106.59412,1998
anthony davis,208.28,99.79024,2012
anthony morrow,195.58,95.25432,Undrafted
anthony randolph,210.82,102.0582,2008
anthony tolliver,203.2,108.86208,Undrafted
arnett moultrie,208.28,111.13004,2012
aron baynes,208.28,117.93392,Undrafted
arron afflalo,195.58,97.52228,2007
austin daye,210.82,90.7184,2009
brandon roy,198.12,95.707912,2006
austin rivers,193.04,90.7184,2012
ben gordon,190.5,90.7184,2004
ben hansbrough,190.5,92.079176,Undrafted
beno udrih,190.5,92.079176,2004
bernard james,208.28,108.86208,2012
bismack biyombo,205.74,111.13004,2011
blake griffin,208.28,113.851592,2009
boris diaw,203.2,106.59412,2003
bradley beal,195.58,93.893544,2012
brandan wright,208.28,95.25432,2007
brandon bass,203.2,113.398,2005
brandon jennings,185.42,76.657048,2009
avery bradley,187.96,81.64656,2010
dorell wright,205.74,92.98636,2004
chris quinn,187.96,79.3786,Undrafted
chris wilcox,208.28,106.59412,2002
david lee,205.74,108.86208,2005
david west,205.74,113.398,2003
deandre jordan,210.82,120.20188,2008
deandre liggins,198.12,94.800728,2011
dejuan blair,200.66,122.46984,2009
demar derozan,200.66,97.975872,2009
demarcus cousins,210.82,122.46984,2010
demarre carroll,203.2,96.161504,2009
dequan jones,203.2,100.243832,Undrafted
desagana diop,213.36,127.00576,2001
deshawn stevenson,195.58,98.883056,2000
darren collison,182.88,79.3786,2009
derek fisher,185.42,95.25432,1996
derrick favors,208.28,112.490816,2010
derrick williams,203.2,109.315672,2011
devin ebanks,205.74,97.52228,2010
devin harris,190.5,87.089664,2004
dexter pittman,210.82,129.27372,2010
diante garrett,193.04,86.18248,Undrafted
dion waiters,193.04,97.52228,2012
dirk nowitzki,213.36,111.13004,1998
dominic mcguire,205.74,106.59412,2007
dominique jones,195.58,97.52228,2010
donald sloan,190.5,92.98636,Undrafted
deron williams,190.5,94.800728,2005
chris singleton,203.2,104.32616,2011
darrell arthur,205.74,106.59412,2008
darius morris,193.04,86.18248,2011
chris wright,185.42,95.25432,Undrafted
chuck hayes,198.12,113.398,Undrafted
cole aldrich,210.82,108.86208,2010
corey brewer,205.74,85.275296,2007
corey maggette,198.12,102.0582,1999
cory higgins,195.58,81.64656,Undrafted
cory joseph,190.5,83.91452,2011
courtney lee,195.58,90.7184,2008
dj augustin,182.88,83.007336,2008
dj white,205.74,113.398,2008
dajuan summers,203.2,108.86208,2009
darko milicic,213.36,124.7378,2003
daequan cook,195.58,95.25432,2007
damian lillard,190.5,88.45044,2012
damien wilkins,198.12,102.0582,Undrafted
damion james,200.66,102.0582,2010
daniel gibson,187.96,90.7184,2006
daniel orton,208.28,115.66596,2010
danilo gallinari,208.28,102.0582,2008
danny granger,203.2,103.418976,2005
danny green,198.12,95.25432,2009
dante cunningham,203.2,104.32616,2009
darius johnsonodom,187.96,97.52228,2012
darius miller,203.2,106.59412,2012
dahntay jones,198.12,102.0582,2003
patrick beverley,185.42,83.91452,2009
pablo prigioni,190.5,83.91452,Undrafted
pj tucker,198.12,101.604608,2006
jeremy lin,190.5,90.7184,Undrafted
jeremy lamb,195.58,81.64656,2012
jeremy evans,205.74,87.996848,2010
jeffery taylor,200.66,102.0582,2012
jeff teague,187.96,82.10015200000001,2009
jeff green,205.74,106.59412,2007
jeff ayres,205.74,113.398,2009
jeff adrien,201.0,111.0,Undrafted
jason thompson,210.82,113.398,2008
jason terry,187.96,81.64656,1999
jason smith,213.36,108.86208,2007
jeremy pargo,187.96,99.336648,Undrafted
jason richardson,198.12,102.0582,2001
jason kidd,193.04,95.25432,1994
jason collins,213.36,115.66596,2001
jarvis varnado,205.74,104.32616,2010
jarrett jack,190.5,89.357624,2005
jared sullinger,205.74,117.93392,2012
jared jeffries,210.82,108.86208,2002
jared dudley,200.66,102.0582,2007
jared cunningham,193.04,88.45044,2012
jannero pargo,185.42,83.91452,Undrafted
jan vesely,210.82,108.86208,2011
james white,200.66,97.52228,2006
jason maxiell,200.66,117.93392,2005
james jones,203.2,97.52228,2003
jeremy tyler,208.28,117.93392,2011
jerry stackhouse,198.12,98.883056,1995
josh childress,203.2,95.25432,2004
josh akognon,180.34,83.91452,Undrafted
jose calderon,190.5,95.707912,Undrafted
jordan hill,208.28,106.59412,2009
jordan hamilton,200.66,99.79024,2011
jordan crawford,193.04,88.45044,2010
jonas valanciunas,210.82,104.779752,2011
jonas jerebko,208.28,104.779752,2009
jon leuer,208.28,103.418976,2011
john wall,193.04,88.45044,2010
john salmons,198.12,93.893544,2002
jermaine oneal,210.82,115.66596,1996
john lucas,180.34,74.84268,Undrafted
john henson,210.82,99.79024,2012
johan petro,213.36,112.037224,2005
joel przybilla,215.9,111.13004,2000
joel freeland,208.28,102.0582,2006
joel anthony,205.74,111.13004,Undrafted
joe johnson,200.66,108.86208,2001
jodie meeks,193.04,94.347136,2009
joakim noah,210.82,105.233344,2007
jimmy butler,200.66,99.79024,2011
jimmer fredette,187.96,88.45044,2011
jerryd bayless,190.5,90.7184,2008
john jenkins,193.04,97.52228,2012
josh harrellson,208.28,124.7378,2011
james johnson,205.74,112.490816,2009
james anderson,198.12,97.52228,2010
glen davis,205.74,131.088088,2007
gerald wallace,200.66,99.79024,2001
gerald henderson,195.58,97.52228,2009
gerald green,203.2,95.25432,2005
george hill,187.96,86.18248,2008
gary neal,193.04,95.25432,Undrafted
garrett temple,198.12,88.45044,Undrafted
francisco garcia,200.66,88.45044,2005
festus ezeli,210.82,115.66596,2012
fab melo,213.36,115.66596,2012
evan turner,200.66,99.79024,2010
goran dragic,190.5,86.18248,2008
evan fournier,198.12,90.7184,2012
eric maynor,190.5,79.3786,2009
eric gordon,190.5,97.52228,2008
eric bledsoe,185.42,88.45044,2010
enes kanter,210.82,121.109064,2011
emeka okafor,208.28,115.66596,2004
elton brand,205.74,115.212368,1999
ekpe udoh,208.28,111.13004,2010
eddy curry,213.36,133.80964,2001
ed davis,208.28,105.233344,2010
earl watson,185.42,90.264808,2001
earl clark,208.28,102.0582,2009
ersan ilyasova,208.28,106.59412,2005
james harden,195.58,99.79024,2009
gordon hayward,203.2,95.25432,2010
greg monroe,210.82,113.398,2010
jameer nelson,182.88,86.18248,2004
jamal crawford,195.58,90.7184,2000
jamaal tinsley,190.5,89.357624,2001
jae crowder,198.12,106.59412,2012
javale mcgee,213.36,114.305184,2008
jr smith,198.12,99.79024,2004
jj redick,193.04,86.18248,2006
jj hickson,205.74,109.769264,2008
jj barea,182.88,79.3786,Undrafted
ivan johnson,203.2,115.66596,Undrafted
ish smith,182.88,79.3786,Undrafted
grant hill,203.2,102.0582,1994
isaiah thomas,175.26,83.91452,2011
ian mahinmi,210.82,104.32616,2005
henry sims,208.28,111.13004,Undrafted
hedo turkoglu,208.28,99.79024,2000
hasheem thabeet,220.98,119.294696,2009
harrison barnes,203.2,95.25432,2012
hamed haddadi,218.44,120.20188,Undrafted
hakim warrick,205.74,99.336648,2005
gustavo ayon,208.28,113.398,Undrafted
greivis vasquez,198.12,95.707912,2010
greg stiemsma,210.82,117.93392,Undrafted
greg smith,208.28,113.398,Undrafted
iman shumpert,195.58,99.79024,2011
josh howard,200.66,95.25432,2003
josh mcroberts,208.28,108.86208,2007
josh selby,187.96,83.007336,2011
meyers leonard,215.9,111.13004,2012
metta world peace,200.66,117.93392,1999
maurice harkless,203.2,95.25432,2012
matt carroll,198.12,96.161504,Undrafted
matt bonner,208.28,106.59412,2003
matt barnes,200.66,102.511792,2002
marvin williams,205.74,111.13004,2005
martell webster,200.66,104.32616,2005
marreese speights,208.28,115.66596,2008
marquis teague,187.96,86.18248,2012
marquis daniels,198.12,90.7184,Undrafted
michael beasley,208.28,106.59412,2008
markieff morris,208.28,111.13004,2011
marcus thornton,193.04,92.98636,2009
marcus morris,205.74,106.59412,2011
marcus camby,210.82,108.86208,1996
marco belinelli,195.58,88.45044,2007
marcin gortat,210.82,108.86208,2005
marc gasol,215.9,120.20188,2007
marshon brooks,195.58,90.7184,2011
manu ginobili,198.12,92.98636,1999
malcolm thomas,205.74,102.0582,Undrafted
malcolm lee,195.58,90.7184,2011
maalik wayns,185.42,88.45044,Undrafted
mario chalmers,187.96,86.18248,2008
luol deng,205.74,99.79024,2004
michael kiddgilchrist,200.66,105.233344,2012
mickael pietrus,198.12,97.52228,2003
orlando johnson,195.58,99.79024,2012
omri casspi,205.74,102.0582,2009
omer asik,213.36,115.66596,2008
oj mayo,193.04,95.25432,2008
norris cole,187.96,79.3786,2011
nolan smith,187.96,83.91452,2011
nikola vucevic,213.36,108.86208,2011
nikola pekovic,210.82,131.54168,2008
nicolas batum,203.2,90.7184,2008
nick young,200.66,95.25432,2007
nick collison,208.28,115.66596,2003
mickael gelabale,200.66,97.52228,2005
nene,210.82,113.398,2002
nate robinson,175.26,81.64656,2005
nando de colo,195.58,90.7184,2009
monta ellis,190.5,83.91452,2005
mo williams,185.42,88.45044,2003
mirza teletovic,205.74,115.66596,Undrafted
miles plumlee,210.82,115.66596,2012
mike scott,203.2,107.501304,2012
mike miller,203.2,95.25432,2000
mike james,187.96,85.275296,Undrafted
mike dunleavy,205.74,104.32616,2002
mike conley,185.42,83.91452,2007
nazr mohammed,208.28,113.398,1998
luke zeller,210.82,111.13004,Undrafted
luke walton,203.2,106.59412,2003
luke ridnour,187.96,79.3786,2003
kim english,198.12,90.7184,2012
khris middleton,200.66,97.52228,2012
keyon dooling,190.5,88.45044,2000
kevin seraphin,205.74,124.7378,2010
kevin murphy,198.12,83.91452,2012
kevin martin,200.66,83.91452,2004
kevin love,208.28,117.93392,2008
kevin jones,203.2,117.93392,Undrafted
kevin garnett,210.82,114.758776,1995
kevin durant,205.74,106.59412,2007
kenyon martin,205.74,108.86208,2000
kirk hinrich,193.04,86.18248,2003
kent bazemore,195.58,91.171992,Undrafted
kendrick perkins,208.28,122.46984,2003
kendall marshall,193.04,88.45044,2012
kemba walker,185.42,83.46092800000001,2011
keith bogans,195.58,97.52228,2003
kawhi leonard,200.66,102.0582,2011
juwan howard,205.74,113.398,1994
justin holiday,198.12,83.91452,Undrafted
justin dentmon,180.34,83.91452,Undrafted
julyan stone,198.12,90.7184,Undrafted
jrue holiday,193.04,92.98636,2009
josh smith,205.74,102.0582,2004
kenneth faried,203.2,103.418976,2011
klay thompson,200.66,92.98636,2011
kobe bryant,198.12,92.98636,1996
kosta koufos,213.36,120.20188,2008
luke babbitt,205.74,102.0582,2010
luis scola,205.74,111.13004,2002
luc mbah a moute,203.2,104.32616,2008
lou williams,185.42,79.3786,2005
lou amundson,205.74,102.0582,Undrafted
linas kleiza,203.2,106.140528,2005
leandro barbosa,190.5,87.996848,2003
lebron james,203.2,113.398,2003
lazar hayward,198.12,102.0582,2010
lavoy allen,205.74,115.66596,2011
larry sanders,210.82,106.59412,2010
landry fields,200.66,97.52228,2010
lance thomas,203.2,102.0582,Undrafted
lance stephenson,195.58,103.418976,2010
lamar odom,208.28,104.32616,1999
lamarcus aldridge,210.82,108.86208,2006
kyrie irving,190.5,86.636072,2011
kyle singler,203.2,104.32616,2011
kyle oquinn,208.28,108.86208,2012
kyle lowry,182.88,92.98636,2006
kyle korver,200.66,96.161504,2003
kwame brown,210.82,131.54168,2001
kurt thomas,205.74,108.86208,1995
kris joseph,200.66,95.25432,2012
kris humphries,205.74,106.59412,2004
andrew goudelock,190.5,90.7184,2011
andrew bogut,213.36,117.93392,2005
randy foye,193.04,96.615096,2006
al jefferson,208.28,131.088088,2004
andrei kirilenko,205.74,106.59412,1999
andrea bargnani,213.36,116.119552,2006
andre miller,187.96,90.7184,1999
andre drummond,208.28,122.46984,2012
andray blatche,210.82,117.93392,2005
anderson varejao,210.82,117.93392,2004
amir johnson,205.74,95.25432,2005
amare stoudemire,210.82,111.13004,2002
andre iguodala,198.12,93.893544,2004
alexey shved,198.12,82.553744,Undrafted
alec burks,198.12,91.625584,2011
alan anderson,198.12,99.79024,Undrafted
alfarouq aminu,205.74,97.52228,2010
etwaun moore,193.04,86.636072,2011
al horford,208.28,113.398,2007
al harrington,205.74,111.13004,1998
aaron gray,213.36,122.46984,2007
alonzo gee,198.12,99.336648,Undrafted
hedo turkoglu,208.28,99.79024,2000
hasheem thabeet,220.98,119.294696,2009
harrison barnes,203.2,95.25432,2012
hamady ndiaye,213.36,106.59412,2010
gustavo ayon,208.28,113.398,Undrafted
greg oden,213.36,123.830616,2007
greg stiemsma,210.82,117.93392,Undrafted
greg smith,208.28,113.398,Undrafted
greg monroe,210.82,113.398,2010
henry sims,208.28,112.490816,Undrafted
greivis vasquez,198.12,95.707912,2010
hilton armstrong,210.82,106.59412,2006
jj redick,193.04,86.18248,2006
ian clark,190.5,78.471416,Undrafted
ian mahinmi,210.82,113.398,2005
iman shumpert,195.58,99.79024,2011
isaiah canaan,182.88,85.275296,2013
isaiah thomas,175.26,83.91452,2011
ish smith,182.88,79.3786,Undrafted
jj barea,182.88,80.73937600000001,Undrafted
jj hickson,205.74,109.769264,2008
gorgui dieng,210.82,107.954896,2013
jr smith,198.12,99.79024,2004
javale mcgee,213.36,122.46984,2008
jae crowder,198.12,106.59412,2012
hollis thompson,203.2,93.439952,Undrafted
gordon hayward,203.2,99.79024,2010
george hill,190.5,85.275296,2008
glen rice,198.12,93.439952,2013
earl watson,185.42,90.264808,2001
ed davis,208.28,102.0582,2010
ekpe udoh,208.28,111.13004,2010
elias harris,203.2,108.408488,Undrafted
elliot williams,196.0,86.0,2010
elton brand,205.74,115.212368,1999
enes kanter,210.82,112.037224,2011
eric bledsoe,185.42,88.45044,2010
eric gordon,193.04,97.52228,2008
eric maynor,190.5,79.3786,2009
erik murphy,208.28,104.32616,2013
ersan ilyasova,208.28,106.59412,2005
evan fournier,198.12,90.7184,2012
evan turner,200.66,99.79024,2010
francisco garcia,200.66,88.45044,2005
gal mekel,190.5,86.636072,Undrafted
