Player,year,is_retained,age,has_playoff_exp,2P%_reg,2PA_reg,2P_reg,3P%_reg,3PA_reg,3PAr_reg,3P_reg,AST%_reg,AST_reg,BLK%_reg,BLK_reg,BPM_reg,DBPM_reg,DRB%_reg,DRB_reg,DWS_reg,FG%_reg,FGA_reg,FG_reg,FT%_reg,FTA_reg,FT_reg,FTr_reg,GS_reg,G_reg,MP_reg,OBPM_reg,ORB%_reg,ORB_reg,OWS_reg,PER_reg,PF_reg,PTS_reg,STL%_reg,STL_reg,TOV%_reg,TOV_reg,TRB%_reg,TRB_reg,TS%_reg,USG%_reg,VORP_reg,WS/48_reg,WS_reg,eFG%_reg,2P%_playoff,2PA_playoff,2P_playoff,3P%_playoff,3PA_playoff,3PAr_playoff,3P_playoff,AST%_playoff,AST_playoff,BLK%_playoff,BLK_playoff,BPM_playoff,DBPM_playoff,DRB%_playoff,DRB_playoff,DWS_playoff,FG%_playoff,FGA_playoff,FG_playoff,FT%_playoff,FTA_playoff,FT_playoff,FTr_playoff,GS_playoff,G_playoff,MP_playoff,OBPM_playoff,ORB%_playoff,ORB_playoff,OWS_playoff,PER_playoff,PF_playoff,PTS_playoff,STL%_playoff,STL_playoff,TOV%_playoff,TOV_playoff,TRB%_playoff,TRB_playoff,TS%_playoff,USG%_playoff,VORP_playoff,WS/48_playoff,WS_playoff,eFG%_playoff,VORP_Elevation,BPM_Elevation,Playoff_MP_Ratio,Cap_Pct,YRS
lonnie walker,2024,0,25.0,0,0.4895,4.58,2.26,0.3643,4.67,0.5095000000000001,1.7000000000000002,10.53,1.42,1.4300000000000002,0.3,-1.62,-0.91,10.77,1.97,0.97,0.4273,9.25,3.94,0.7957000000000001,1.49,1.2200000000000002,0.1591,10.8,59.8,20.26,-0.71,1.2999999999999998,0.25,0.21,12.67,1.27,10.78,1.39,0.5700000000000001,8.3,0.89,5.98,2.19,0.5459,22.98,0.12,0.0462,1.1800000000000002,0.5202,0.4895,4.58,2.26,0.3643,4.67,0.5095000000000001,1.7000000000000002,10.53,1.42,1.4300000000000002,0.3,-1.62,-0.91,10.77,1.97,0.97,0.4273,9.25,3.94,0.7957000000000001,1.49,1.2200000000000002,0.1591,10.8,59.8,20.26,-0.71,1.2999999999999998,0.25,0.21,12.67,1.27,10.78,1.39,0.5700000000000001,8.3,0.89,5.98,2.19,0.5459,22.98,0.12,0.0462,1.1800000000000002,0.5202,0.0,0.0,0.5,0.0056,1
talen hortontucker,2024,0,23.0,0,0.4629,5.82,2.71,0.3046,3.33,0.3624,1.03,23.95,3.43,1.7599999999999998,0.42,-1.7400000000000002,-0.39,11.73,2.3,0.8200000000000001,0.4069,9.17,3.74,0.7885,2.25,1.7599999999999998,0.2456,15.3,57.0,21.0,-1.4200000000000002,2.69,0.5,0.0199999999999999,13.01,1.91,10.259999999999998,1.93,0.8300000000000001,12.669999999999998,1.5,7.26,2.8,0.5045,23.61,0.06,0.0348,0.8600000000000001,0.4625,0.4629,5.82,2.71,0.3046,3.33,0.3624,1.03,23.95,3.43,1.7599999999999998,0.42,-1.7400000000000002,-0.39,11.73,2.3,0.8200000000000001,0.4069,9.17,3.74,0.7885,2.25,1.7599999999999998,0.2456,15.3,57.0,21.0,-1.4200000000000002,2.69,0.5,0.0199999999999999,13.01,1.91,10.259999999999998,1.93,0.8300000000000001,12.669999999999998,1.5,7.26,2.8,0.5045,23.61,0.06,0.0348,0.8600000000000001,0.4625,0.0,0.0,0.5,0.0148,1
jordan mclaughlin,2024,0,27.0,0,0.5216000000000001,1.36,0.72,0.392,1.62,0.5534,0.66,25.29,2.6,0.87,0.12,1.97,1.95,8.74,1.07,0.93,0.4558,2.96,1.35,0.7609,0.39,0.29,0.1392,0.6000000000000001,53.3,13.24,0.0699999999999999,2.97,0.32,1.17,13.97,0.69,3.62,2.66,0.69,13.84,0.51,5.9,1.37,0.5838000000000001,11.92,0.6799999999999999,0.1493,2.1,0.5665,0.5216000000000001,1.36,0.72,0.392,1.62,0.5534,0.66,25.29,2.6,0.87,0.12,1.97,1.95,8.74,1.07,0.93,0.4558,2.96,1.35,0.7609,0.39,0.29,0.1392,0.6000000000000001,53.3,13.24,0.0699999999999999,2.97,0.32,1.17,13.97,0.69,3.62,2.66,0.69,13.84,0.51,5.9,1.37,0.5838000000000001,11.92,0.6799999999999999,0.1493,2.1,0.5665,0.0,0.0,0.5,0.0148,1
bol bol,2024,1,24.0,0,0.6701999999999999,3.03,2.04,0.3409999999999999,1.14,0.2724,0.39,6.539999999999999,0.5800000000000001,4.44,0.6799999999999999,0.5800000000000001,0.5900000000000001,23.92,2.86,1.03,0.583,4.17,2.43,0.7021999999999999,0.73,0.53,0.1678,9.9,45.3,13.06,0.0599999999999999,6.75,0.71,0.5,16.37,0.95,5.8100000000000005,0.92,0.24,13.03,0.74,15.57,3.62,0.6438999999999999,17.310000000000002,0.37,0.1186,1.51,0.6324,0.6701999999999999,3.03,2.04,0.3409999999999999,1.14,0.2724,0.39,6.539999999999999,0.5800000000000001,4.44,0.6799999999999999,0.5800000000000001,0.5900000000000001,23.92,2.86,1.03,0.583,4.17,2.43,0.7021999999999999,0.73,0.53,0.1678,9.9,45.3,13.06,0.0599999999999999,6.75,0.71,0.5,16.37,0.95,5.8100000000000005,0.92,0.24,13.03,0.74,15.57,3.62,0.6438999999999999,17.310000000000002,0.37,0.1186,1.51,0.6324,0.0,0.0,0.5,0.0148,1
chuma okeke,2024,0,25.0,0,0.5210999999999999,1.27,0.6599999999999999,0.2942,2.87,0.7065,0.89,7.939999999999999,0.96,1.82,0.29,-2.2,0.44,16.73,2.29,0.98,0.3592999999999999,4.19,1.55,0.6833,0.47,0.39,0.1056999999999999,10.4,45.6,15.36,-2.64,4.720000000000001,0.6399999999999999,-0.21,8.580000000000002,0.93,4.279999999999999,1.58,0.59,11.27,0.49,10.7,2.93,0.4791,13.62,0.09,0.0448,0.8,0.4633,0.5210999999999999,1.27,0.6599999999999999,0.2942,2.87,0.7065,0.89,7.939999999999999,0.96,1.82,0.29,-2.2,0.44,16.73,2.29,0.98,0.3592999999999999,4.19,1.55,0.6833,0.47,0.39,0.1056999999999999,10.4,45.6,15.36,-2.64,4.720000000000001,0.6399999999999999,-0.21,8.580000000000002,0.93,4.279999999999999,1.58,0.59,11.27,0.49,10.7,2.93,0.4791,13.62,0.09,0.0448,0.8,0.4633,0.0,0.0,0.5,0.0008,1
lamar stevens,2024,0,26.0,0,0.505,4.279999999999999,2.17,0.3022,1.25,0.2358,0.41,6.45,0.6399999999999999,2.6,0.4499999999999999,-2.52,0.0699999999999999,16.61,2.3600000000000003,1.12,0.4572,5.55,2.53,0.741,1.21,0.8900000000000001,0.2188999999999999,11.6,50.2,16.0,-2.64,5.99,0.8300000000000001,0.17,12.41,1.33,6.41,1.66,0.52,8.600000000000001,0.56,11.25,3.16,0.524,18.6,-0.1,0.0736,1.29,0.4929,0.505,4.279999999999999,2.17,0.3022,1.25,0.2358,0.41,6.45,0.6399999999999999,2.6,0.4499999999999999,-2.52,0.0699999999999999,16.61,2.3600000000000003,1.12,0.4572,5.55,2.53,0.741,1.21,0.8900000000000001,0.2188999999999999,11.6,50.2,16.0,-2.64,5.99,0.8300000000000001,0.17,12.41,1.33,6.41,1.66,0.52,8.600000000000001,0.56,11.25,3.16,0.524,18.6,-0.1,0.0736,1.29,0.4929,0.0,0.0,0.5,0.0027,1
brandon boston,2024,0,22.0,0,0.4447,3.8,1.7000000000000002,0.3199,1.63,0.3013,0.49,8.469999999999999,0.67,1.35,0.21,-5.82,-1.64,10.830000000000002,1.16,0.39,0.4044,5.43,2.19,0.7412,1.29,0.98,0.2401999999999999,0.3,32.8,11.77,-4.15,4.640000000000001,0.4499999999999999,-0.4,10.61,1.11,5.890000000000001,1.6800000000000002,0.37,10.0,0.67,7.83,1.66,0.4887,25.13,-0.36,-0.0028,-0.0099999999999999,0.451,0.4447,3.8,1.7000000000000002,0.3199,1.63,0.3013,0.49,8.469999999999999,0.67,1.35,0.21,-5.82,-1.64,10.830000000000002,1.16,0.39,0.4044,5.43,2.19,0.7412,1.29,0.98,0.2401999999999999,0.3,32.8,11.77,-4.15,4.640000000000001,0.4499999999999999,-0.4,10.61,1.11,5.890000000000001,1.6800000000000002,0.37,10.0,0.67,7.83,1.66,0.4887,25.13,-0.36,-0.0028,-0.0099999999999999,0.451,0.0,0.0,0.5,0.0042,1
sandro mamukelashvili,2024,1,24.0,0,0.5609999999999999,2.2,1.26,0.3239999999999999,1.65,0.4259,0.51,13.02,1.07,1.97,0.28,-1.03,-0.79,20.450000000000003,2.13,0.41,0.4613,3.85,1.77,0.7363,0.84,0.6000000000000001,0.2221,5.2,44.1,11.47,-0.26,10.57,1.16,0.5800000000000001,14.86,0.9,4.64,0.87,0.23,10.82,0.52,15.47,3.29,0.5579000000000001,17.229999999999997,0.11,0.1009,0.99,0.5303,0.5609999999999999,2.2,1.26,0.3239999999999999,1.65,0.4259,0.51,13.02,1.07,1.97,0.28,-1.03,-0.79,20.450000000000003,2.13,0.41,0.4613,3.85,1.77,0.7363,0.84,0.6000000000000001,0.2221,5.2,44.1,11.47,-0.26,10.57,1.16,0.5800000000000001,14.86,0.9,4.64,0.87,0.23,10.82,0.52,15.47,3.29,0.5579000000000001,17.229999999999997,0.11,0.1009,0.99,0.5303,0.0,0.0,0.5,0.0148,1
cj mccollum,2017,1,25.0,0,0.4839,10.57,5.17,0.4147999999999999,4.96,0.3277,2.08,17.54,3.29,0.8999999999999999,0.36,1.27,-0.8399999999999999,8.7,2.5,1.43,0.4616,15.55,7.27,0.8439000000000001,2.93,2.55,0.1894,64.6,76.4,31.08,2.13,2.06,0.62,4.5600000000000005,17.88,2.2,19.1,1.62,0.95,10.53,2.01,5.35,3.06,0.5625,25.98,2.17,0.1145,5.959999999999999,0.5293,0.4839,10.57,5.17,0.4147999999999999,4.96,0.3277,2.08,17.54,3.29,0.8999999999999999,0.36,1.27,-0.8399999999999999,8.7,2.5,1.43,0.4616,15.55,7.27,0.8439000000000001,2.93,2.55,0.1894,64.6,76.4,31.08,2.13,2.06,0.62,4.5600000000000005,17.88,2.2,19.1,1.62,0.95,10.53,2.01,5.35,3.06,0.5625,25.98,2.17,0.1145,5.959999999999999,0.5293,0.0,0.0,0.5,0.2418,4
rudy gobert,2017,1,24.0,0,0.6201000000000001,6.630000000000001,4.13,0.0,0.0,0.002,0.0,6.710000000000001,1.31,6.37,2.42,3.7,2.26,28.5,7.94,5.0,0.619,6.630000000000001,4.13,0.6218,4.99,3.1,0.7484999999999999,65.9,75.2,31.72,1.4400000000000002,13.44,3.61,5.930000000000001,21.22,2.73,11.41,1.13,0.6699999999999999,16.64,1.75,21.1,11.6,0.6405000000000001,15.41,3.4800000000000004,0.2142,10.93,0.619,0.6201000000000001,6.630000000000001,4.13,0.0,0.0,0.002,0.0,6.710000000000001,1.31,6.37,2.42,3.7,2.26,28.5,7.94,5.0,0.619,6.630000000000001,4.13,0.6218,4.99,3.1,0.7484999999999999,65.9,75.2,31.72,1.4400000000000002,13.44,3.61,5.930000000000001,21.22,2.73,11.41,1.13,0.6699999999999999,16.64,1.75,21.1,11.6,0.6405000000000001,15.41,3.4800000000000004,0.2142,10.93,0.619,0.0,0.0,0.5,0.2218,4
giannis antetokounmpo,2017,1,22.0,0,0.5448,11.96,6.55,0.2449,1.67,0.1151,0.44,21.92,4.51,3.93,1.5699999999999998,4.28,1.65,21.24,6.46,3.92,0.5105,13.579999999999998,6.959999999999999,0.7504,6.24,4.7,0.4532,77.9,80.2,34.67,2.6,5.23,1.56,5.65,21.65,3.13,19.06,1.96,1.34,14.21,2.6500000000000004,13.31,8.05,0.5797,24.76,4.46,0.1647,9.57,0.5257000000000001,0.5448,11.96,6.55,0.2449,1.67,0.1151,0.44,21.92,4.51,3.93,1.5699999999999998,4.28,1.65,21.24,6.46,3.92,0.5105,13.579999999999998,6.959999999999999,0.7504,6.24,4.7,0.4532,77.9,80.2,34.67,2.6,5.23,1.56,5.65,21.65,3.13,19.06,1.96,1.34,14.21,2.6500000000000004,13.31,8.05,0.5797,24.76,4.46,0.1647,9.57,0.5257000000000001,0.0,0.0,0.5,0.2268,4
steven adams,2017,1,23.0,0,0.5792999999999999,6.83,3.96,0.0,0.0,0.002,0.0,5.09,0.97,3.05,1.07,-0.3,0.1,16.39,4.19,2.68,0.5781999999999999,6.83,3.96,0.5805,2.93,1.72,0.4368,77.4,78.0,27.57,-0.4,12.69,3.12,3.29,15.72,2.68,9.59,1.42,0.8,15.59,1.51,14.58,7.359999999999999,0.5906,14.74,0.94,0.1336999999999999,6.02,0.5781999999999999,0.5792999999999999,6.83,3.96,0.0,0.0,0.002,0.0,5.09,0.97,3.05,1.07,-0.3,0.1,16.39,4.19,2.68,0.5781999999999999,6.83,3.96,0.5805,2.93,1.72,0.4368,77.4,78.0,27.57,-0.4,12.69,3.12,3.29,15.72,2.68,9.59,1.42,0.8,15.59,1.51,14.58,7.359999999999999,0.5906,14.74,0.94,0.1336999999999999,6.02,0.5781999999999999,0.0,0.0,0.5,0.2268,4
victor oladipo,2017,1,24.0,0,0.4808,9.55,4.58,0.3527,4.5,0.3218999999999999,1.61,15.69,3.29,1.09,0.4499999999999999,0.18,0.16,12.739999999999998,3.83,2.36,0.4396,14.02,6.14,0.7892999999999999,3.05,2.41,0.218,63.3,69.5,33.64,0.1,2.05,0.6499999999999999,1.81,14.989999999999998,2.39,16.33,2.05,1.42,11.88,2.09,7.32,4.43,0.5326,22.61,1.31,0.0852,4.17,0.4965,0.4808,9.55,4.58,0.3527,4.5,0.3218999999999999,1.61,15.69,3.29,1.09,0.4499999999999999,0.18,0.16,12.739999999999998,3.83,2.36,0.4396,14.02,6.14,0.7892999999999999,3.05,2.41,0.218,63.3,69.5,33.64,0.1,2.05,0.6499999999999999,1.81,14.989999999999998,2.39,16.33,2.05,1.42,11.88,2.09,7.32,4.43,0.5326,22.61,1.31,0.0852,4.17,0.4965,0.0,0.0,0.5,0.2119,4
gorgui dieng,2017,1,27.0,0,0.5195000000000001,7.17,3.76,0.3094,0.33,0.0454,0.13,9.43,1.86,3.5,1.2999999999999998,0.23,0.6,21.04,5.42,2.3,0.5118,7.58,3.84,0.8117,2.56,2.12,0.3503,62.5,80.2,30.33,-0.45,8.8,2.34,3.3000000000000003,15.67,2.88,9.97,1.8,1.08,14.8,1.5,14.87,7.74,0.5724,15.01,1.34,0.1112,5.6,0.5195000000000001,0.5195000000000001,7.17,3.76,0.3094,0.33,0.0454,0.13,9.43,1.86,3.5,1.2999999999999998,0.23,0.6,21.04,5.42,2.3,0.5118,7.58,3.84,0.8117,2.56,2.12,0.3503,62.5,80.2,30.33,-0.45,8.8,2.34,3.3000000000000003,15.67,2.88,9.97,1.8,1.08,14.8,1.5,14.87,7.74,0.5724,15.01,1.34,0.1112,5.6,0.5195000000000001,0.0,0.0,0.5,0.1424,4
